Problem Name	00intro	01circleArea	02circleCirc	03square	04circle	05circle	06circle	07circle	08circle	09fence	10pool	11semicircle	12add	13add	14subtract	15subtract	16quarterCircle	17star	18shaded	19shaded	20pill	21mix	22mix	23shaded	24tail	25shaded	26icecream
%(8220468510989037523)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"<%=ifThen(hasValue(q1c,q1d),""Area of the complex shape is '2 semicircles' + rectangle'&nbsp;= %(ansQ1c)% + %(ansQ1d)%. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have not found the areas of the semicircles and the rectangle."")%>"	-	-	-	-	"<%=ifThen(hasValue(q1c,q1d),""Area of the complex shape is 'rectangle' - semicircle'&nbsp;= %(ansQ1d)% - %(ansQ1c)%. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have not found the areas of the semicircle and the rectangle."")%>"	-
%(-2748757391672102105)%	-	-	-	-	-	-	"<%=ifThen(hasValue(q2b),""Take a look at the formula for finding the circumference (C) of the circle: it is '2R * pi' (diameter times pi). So all you have to do is multiply 2R by pi."","""")%>"	-	-	-	-	"<%=ifThen(hasValue(q2d),""You found the circumference of the full circle correctly. Divide it by 2 to get the length of arc CD."",""Uh oh! We cannot give you more hints because either you have not entered the value of the full-circle's circumference, or you entered it incorrectly."")%>"	"<%=ifThen(hasValue(q2c,q2d),""The area of the shape you see in shape C is found by adding the areas of the semicircle (shape A) and the square (shape B)."",""What is the area of the semicircle you see on shape A? What about shape B?"")%> "	-	-	-	-	"<%=ifThen(hasValue(q1b,q1d),""You have correctly found the areas of the 4 quarter-circles and the square! Subtract 4 quarter-circles from the square to find the area of the complex shape!"",""What are the areas of the quarter-circles and the square?"")%> "	"<%=ifThen(hasValue(q2c,q2d),""You have correctly found the areas of the circle and the square! Subtract the circle from the square to find the area of the complex shape!"",""What are the areas of the circle and the square?"")%> "	-	-	"<%=ifThen(hasValue(q2c,q2d),""You have correctly found the areas of the triangle and the square! Add them together to find the area of the complex shape!"",""What are the areas of the triangle and the square?"")%> "	-	"<%=ifThen(hasValue(q2c,q2d),""You have correctly found the areas of the triangle and the square! Subtract the triangle from the square to find the area of the complex shape!"",""What are the areas of the triangle and the square?"")%> "	-	-	-
%(-5411911426705932726)%	-	-	The radius is 6 inches long. Enter it into the highlighted box.	-	"<%=ifThen(hasValue(q4b),""Take the square root of radius-squared (81) by entering this expression into the highlighted box: |81. (The box will calculate for you.)"","""")%>"	"<%=ifThen(hasValue(q4b),""Divide the diameter(16 ft) by 2: 16 / 2&nbsp;= %(ansQ4a)% ft. Enter it into the highlighted box."","""")%>"	-	"<%=ifThen(hasValue(q4b),"""", ifThen(hasValue(q4d),""Solve for the radius by entering the following expression: '12.56 / pi / 2'. (Make sure you replace 'pi' with its approximated value of 3.14)."",""""))%>"	"<%=ifThen(hasValue(q4b),"""", ifThen(hasValue(q4d),""Solve for the radius by entering the following expression: '94.2 / pi / 2'. (Make sure you replace 'pi' with its approximated value of 3.14)."",""""))%>"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(-8116452052191718754)%	"Now, square the value of the radius by multiplying it by itself."	"Now, square the value of the radius by multiplying it by itself."	-	The area of the square ABCD is given as 25 square centimeters.	-	-	"If the diameter is not given in the question, see if the radius is given; 2 radii make 1 diameter!"	"If the diameter is not given in the question, see if the radius is given; 2 radii make 1 diameter!"	"If the diameter is not given in the question, see if the radius is given; 2 radii makes 1 diameter!"	You can find the area of the circle by: A&nbsp;= R^2 * pi. 'R^2' means 'square the radius'. Do you remember how to square a value?	-	You can find the area of the circle by: A&nbsp;= R^2 * pi. 'R^2' means 'square the radius'. Do you remember how to square a value?	"<%=ifThen(regExMatch(""side"",""side""), ""Yes it does! Review the diagram again; notice how the semicircle's diameter fits perfectly onto one of the %(shape2)%'s sides. This means the semicircle's diameter and the square's side have the same length, and remember: a radius is 1/2 of a diameter!"",""Remember: a radius is 1/2 of a diameter!"")%>"	-	"<%=ifThen(regExMatch(""radius"",""side""), ""Yes it does! Review the diagram again; notice how the circle's diameter fits perfectly onto one of the %(shape2)%'s sides. This means the circle's diameter and the square's side have the same length, and remember: a radius is 1/2 of a diameter!"",""Remember: a radius is 1/2 of a diameter!"")%>"	-	-		"<%=ifThen(regExMatch(""radius"",""side""), ""Yes it does! Review the diagram again; notice how the circle fits tightly onto the square. This means the circle's diameter and the side of the square have the same length, and remember: a radius is 1/2 of a diameter!"",""Remember: a radius is 1/2 of a diameter!"")%>"	Yes it does! Review the diagram again; notice how the circle fits tightly into the square. This means the diameter of the circle has the same length as the square's length or width.	-	"The length the triangle's height (EC) is given, and it is 3 centimeters long. Enter it into the highlighted box."	-	"Yes it does! Review this part of the problem statement again: ""Point F and E are the midpoints of the sides of the square."" This means segment CE is half as long as CB."	-	-	-
%(8220463510961037562)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"Enter the area of the complex shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the complex shape."	-	-	-	-	"Enter the area of the complex shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the complex shape."	-
%(8615169096586733853)%	This is step 1 of finding the area of the circle. Enter the length of the circle's radius here. 	This is step 1 of finding the area of the circle. Enter the length of the circle's radius here. 	-	"<%=ifThen(hasValue(q2b),""Solve for the length of the side (S) from the value of the area (S^2). You can do this by calculating backwards from the value of the area. Think of it as 'undoing' a move. How did you find the area of ABCD in question 1?"",""Solve for the length of the side from the value of the area."")%>"	-	-	Enter the length of the circle's radius here. 	Enter the length of the circle's radius here. 	Enter the length of the circle's radius here. 	Enter the length of the circle's radius here. 	-	Enter the length of the semicircle's radius here. 	Enter the length of the semicircle's diameter here. What information is given in this question?	-	Enter area of the square here. 	-	-	Enter the length of a side of the square here.	Enter the length of the circle's diameter here. What information is given in this question?	Enter the length of the circle's radius here. What information is given in this question?	-	"Which segments can be the triangle's base? Either BC or EC can be the triangle's base, but in this problem, lets use BC as the base."	-	"Which segment can be the triangle's base? Either FC or CE can be the triangle's base, but in this problem, lets use FC as the base."	-	-	-
%(3495397532077804848)%	-	-	-	-	-	-	"<%=ifThen(hasValue(q2c),""Take a look at the formula for finding the area (A) of the circle: it is 'R^2 * pi' (radius squared times pi). So all you have to do is multiply your value of R^2 by pi."","""")%>"	"Find the circumference with a diameter(D) : C&nbsp;= D*pi. Or, with a radius(R), C&nbsp;= 2R*pi. Remember, the only thing you really need to figure out is the length of '2R' or 'D'!"	"Find the circumference with a diameter(D) : C&nbsp;= D*pi. Or, with a radius(R), C&nbsp;= 2R*pi. Remember, the only thing you really need to figure out is the length of '2R' or 'D'!"	-	-	"Find the circumference with a diameter(D) : C&nbsp;= D*pi. Or, with a radius(R), C&nbsp;= 2R*pi. Remember, the only thing you really need to figure out is the length of '2R' or 'D'!"		-	"<%=ifThen(hasValue(q2a,q2c),""You have correctly found the areas of the circle and the square! Subtract the circle from the square to find the area of the complex shape!"",""What are the areas of the circle and the square?"")%> "	-	-	You can find the area of the circle by: A&nbsp;= R^2 * pi. 'R^2' means 'square the radius'. Do you remember how to square a value?		-	-		-		-	-	-
%(6193491556246359901)%	-	-	"<%=ifThen(hasValue(q1b),""R^2 * pi&nbsp;= 100 * 3.14. Enter the expression into the highlighted box to calculate the area of the circle."","""")%>"	"<%=ifThen(hasValue(q1a),""A side of the square ABCD is 10 cm long. Therefore, ABCD's perimeter is '10+10+10+10' or '4*10' long. Enter either of the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have either not entered the value for the side of the square yet, or entered it incorrectly."")%>"	"<%=ifThen(hasValue(q1b),""R^2 * pi&nbsp;= 9 * 3.14. Enter the expression into the highlighted box to calculate the area of the circle."","""")%>"	"<%=ifThen(hasValue(q1b),""2R * pi&nbsp;= 14 * 3.14. Enter the expression into the highlighted box to calculate the circumference of the circle."","""")%>"	-	-	-	-	"<%=""""%>"	-	-	"<%=ifThen(hasValue(q1a,q1b),""Area of the complex shape is 'semicircle' + square'&nbsp;= %(ansQ1a)% + %(ansQ1b)%. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have not found the areas of the semicircle and the square."")%>"	-	"<%=ifThen(hasValue(q1a,q1b),""Area of the complex shape is 'rectangle' - circle'&nbsp;= %(ansQ1a)% - %(ansQ1b)%. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because you have not found the areas of the circle and the rectangle."")%>"	"<%=ifThen(hasValue(q1b),""The circumference of the full circle is 43.96 cm. 1/4 of the circumference gives you the length of arc CD on the the %(shape1)%: 43.96 / 4. Enter the expression into the highlighted box."","""")%>"	-	-	"<%=ifThen(hasValue(q1a,q1b),""Area of the circle is '6^2 * pi', and the area of the %(shape2)% is '%(ansQ1b)%^2'. Therefore, the shaded area is found by: '%(shape2)%' - circle'&nbsp;= %(ansQ1b)%^2 - (6^2 * pi). Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints. Enter the length of the circle's radius and the square's side and then come back to this box."")%>"	"<%=ifThen(hasValue(q1b),""To square a value, simply multiply the number by itself. Area(A)&nbsp;= R^2 * pi&nbsp;= R * R * pi, which is 3*3 * pi. Enter the expression into the highlighted box."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"	-	"<%=""""%>"	-	"The rectangle's base is 12 in, and the height is %(calc-height)% in. Find the rectangle's area by multiplying the base and the height: 12 * %(calc-height)%. Enter the expression into the highlighted box."	"<%=ifThen(hasValue(q1a),""The diameter is 8 in long. Therefore, the radius is 8/2&nbsp;= %(calc-radius)% in long. Now, the area of the semicircle is: Area(A)&nbsp;= (R^2 * pi) / 2&nbsp;= (R * R * pi) / 2&nbsp;= (%(calc-radius)%*%(calc-radius)% * pi) / 2."",""Uh oh! We cannot give you more hints because either you have not entered the length of the diameter, or entered it incorrectly."")%>"	"<%=ifThen(hasValue(q1b),""Find the area of the semicircle: Area(A)&nbsp;= (R^2 * pi) / 2&nbsp;= (R * R * pi) /2 , which is (1*1 * pi) / 2. Make sure you replace 'pi' with its approximate value of 3.14 when entering the expression into the highlighted box."",""Uh oh! We cannot give you more hints because either you have not entered the length of the radius, or entered it incorrectly."")%>"
%(6609627148775703764)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(101939242210413197)%	-	-	"This is step 3, the last step, of finding the circumference of the circle. Enter the value of the circle's circumference here."	-	This is step 1 of solving the radius from the circle's area. Enter the value of the circle's area here. 	This is step 1 of solving the radius from the circle's circumference. Enter the value of the circle's circumference here. 	-	Enter the value of the circle's area here. 	Enter the value of the circle's area here. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(-8116454052219718848)%	This is step 2 of finding the area of the circle. Enter the square of the length of the radius here. 	This is step 2 of finding the area of the circle. Enter the square of the length of the radius here. 	-	Enter the area of the square here. 	-	-	Enter the length of the circle's diameter here. 	Enter the length of the circle's diameter here. 	Enter the length of the circle's diameter here. 	Enter the value of the circle's area here. 	-	Imagine a full circle before it became the semicircle you see in this problem What would be its area? 	Enter the length of the semicircle's radius here. What information is given in this question?	-	Enter the length of the circle's radius here. What information is given in this question?	-	-	Enter area of the square here. 	Enter the length of the circle's radius here. What information is given in this question?	"Enter the length of a side of the square here. The length of a side of ABCD is not given, but see what information is given in this question. "	-	"Which segments can be the triangle's height? Either EC or BC can be the triangle's height, but in this problem, lets use EC as the height."	-	"Which segment can be the triangle's height? Either FC or CE can be the triangle's height, but in this problem, lets use CE as the height."	-	-	-
%(3689113587510500469)%	-	-	Radius is a segment that connects the circle's center to its circumference. 	"ABCD is a square, so all 4 sides have the equal length. "	Radius is a segment that connects the circle's center to its circumference. 	Radius is a segment that connects the circle's center to its circumference. What information is given in this question? 	-	-	-	-	What information is given in this question? Read question1 again carefully.	-	-	"To find an area of a semicircle, take the area-formula for a full circle, 'A&nbsp;= R^2 * pi', and divide it by 2: '(R^2 * pi) / 2'. "	-		"<%=ifThen(regExMatch(""radius"",""side""),""The problem statement gave you the length of a side of the - instead. Does this side have any relationship with the radius?"",""Either diameter or radius is given in the problem statement. Read the problem statement again to find out what it is."")%>"	-	-	"<%=ifThen(regExMatch(""side"",""side""),""The problem statement gave you the length of a side of the square instead. Does this side have any relationship with the radius?"",""Either diameter or radius is given in the problem statement. Read the problem statement again to find out what it is."")%>"	"<%=ifThen(regExMatch(""side"",""side""),""The problem statement gave you the lengths of sides of the rectangle instead. Do any of these sides have any relationship with the diameter?"",""Either diameter or radius is given in the problem statement. Read the problem statement again to find out what it is."")%>"	-	"<%=ifThen(regExMatch(""side"",""side""),""The problem statement gave you the length of a side of the square instead. Does this side have any relationship with the radius?"",""Either diameter or radius is given in the problem statement. Read the problem statement again to find out what it is."")%>"	-	"Having trouble finding triangle 1's base (FE) and height (AF)? The triangle's height is the rectangle's height. Since the rectangle's height is 7 in, the triangle's height is also 7 in."	"<%=ifThen(regExMatch(""side"",""side""),""The problem statement gave you the lengths of sides of the rectangle instead. Do any of these sides have any relationship with the diameter?"",""Either diameter or radius is given in the problem statement. Read the problem statement again to find out what it is."")%>"	"Having trouble finding the triangle base (IC), and the height(CB)? Both the base and the height of the triangle is given in the diagram. What are they?"
%(3495399532041804686)%	-	-	-	-	-	-	Enter the value of the circle's area here.	Enter the value of the circle's circumference here. 	Enter the value of the circle's circumference here. 	-	-	Imagine a full circle before it became the semicircle you see in this problem. What would be its circumference? 	Enter area of the square here. 	-	"Enter the area of the complex shape here. There are no simple formulas for finding areas of complex shapes, but think about what shapes make up the complex shape."	-	-	How would you find the total area of 4 quarter-circles combined? Think about what shape it makes if you arrange 4 quarter-circles together.	Enter area of the square here. 	-	-	Enter area of the square here. 	-	Enter area of the square here. 	-	-	-
%(8220462510953037545)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	The complex shape is made by addition of 2 semicircles and a rectangle.	-	-	-	-	The complex shape is made by subtracting the semicircle from the rectangle.	-
%(4123850586544867201)%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
%(3689112587506500472)%	-	-	What information is given in this question? Read question 1 again carefully.	What information is given in this question? Read question 1 again carefully.	What information is given in this question? Read question 1 again carefully.	"The problem has given you the length of the diameter, 14 ft, instead, but if you divide it in half, you will get the length of the radius!"	-	-	-	-	"The area is 153.86 square feet. Enter the expression into the highlighted box. Make sure to replace ""pi"" with its approximated value if the area value is an expression with a pi!"	-	-	Having trouble substituting the length of the radius into the formula? Try to think about the length of the diameter first. The diameter of the semicircle fits perfectly onto a side of the square. This means the diameter and the side have the equal length of 10 cm.	-	"Find the area of the rectangle using this formula: area(A)&nbsp;= b * h, where ""b"" represents the base, and ""h"" represents the height. What is the length of the rectangles base and height? Are they given in the problem statement?"	"<%=ifThen(regExMatch(""radius"",""side""), ""Yes it does! Review the diagram again; notice how the quarter-circle fits tightly onto the square. This means the quarter-circle's diameter and the side of the square have the same length, and remember: a radius is 1/2 of a diameter!"",""Remember: a radius is 1/2 of a diameter!"")%>"	-	-	"<%=ifThen(regExMatch(""side"",""side""), ""Yes it does! Review the diagram again; notice how the circle fits tightly onto the square. This means the circle's diameter and the side of the square have the same length, and remember: a radius is 1/2 of a diameter!"",""Remember: a radius is 1/2 of a diameter!"")%>"	"<%=ifThen(regExMatch(""side"",""side""), ""Yes it does! Notice how the semicircle's diameter fits perfectly onto the %(shape2)%'s height. This means the semicircle's diameter and the rectangle's height have the same length."",""Remember: 1 diameter is made of 2 radii!"")%>"	-	"<%=ifThen(regExMatch(""side"",""side""), ""Yes it does! Review the diagram again; notice how the semicircle's diameter fits perfectly onto a %(shape2)%'s side. This means the semicircle's diameter and a square's side have the same length, and remember: a radius is 1/2 of a diameter!"",""Remember: a radius is 1/2 of a diameter!"")%>"	-	"For the triangle's base, review this part of the problem statement: ""the length of segment FE is exactly 1/4 of the width."" Get the length of the triangle's base by finding 1/4 of the the rectangle's width: 12 / 4&nbsp;= 3 %(unt1)%."	"<%=ifThen(regExMatch(""side"",""side""), ""Yes it does! Review the diagram again; notice how the semicircle's diameter fits perfectly onto the %(shape2)%'s base (AB). This means the semicircle's diameter and the rectangle's base (AB) have the same length."",""Remember: 1 diameter is made of 2 radii!"")%>"	"The triangle's base is segment IC, and it is 2 ft long. The triangle's height is segment CB, and it is %(calc-height)% ft long."
